title,chord_count,chord_sequence,edge_type_sequence,edge_types_found,unmappable_chords
R.E.M. - Everybody Hurts,76,D G D G D G D G D G Em A Em A Em A D G D G D G D G D G D G Em A Em A Em A F# Bm F# Bm F# Bm C G C Am D G D G D G D G Em A Em A Em A D G D G D G D G D G D G D G D G D G,dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 relative dom7 _ dom7 _ dom7 dom7 dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 relative dom7 _ dom7 _ dom7 borrowed dom7 borrowed dom7 borrowed dom7 diatonic fifth dom7 relative dom7 dom7 fifth dom7 fifth dom7 fifth dom7 relative dom7 _ dom7 _ dom7 dom7 dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7 fifth dom7,fifth|plagal|diatonic|relative|borrowed|dom7|chromaticMediant,
R.E.M. - Losing My Religion,83,F G Am F G Am G Am Em Am Em Am Em Dm G Am Em Am Em Am Em Dm G F G Am F G Am G Am Em Am Em Am Em Dm G Am Em Am Em Am Em Dm G F G Am F G Am G Am G F G C Dm C Dm Am Em Am Em Am Em Dm G F G Am F G Am F G Am F G Am G Am,diatonic diatonic _ diatonic diatonic diatonic diatonic fifth dom7 fifth dom7 fifth diatonic dom7 diatonic fifth dom7 fifth dom7 fifth diatonic dom7 diatonic diatonic diatonic _ diatonic diatonic diatonic diatonic fifth dom7 fifth dom7 fifth diatonic dom7 diatonic fifth dom7 fifth dom7 fifth diatonic dom7 diatonic diatonic diatonic _ diatonic diatonic diatonic diatonic diatonic diatonic diatonic dom7 diatonic diatonic diatonic fifth fifth dom7 fifth dom7 fifth diatonic dom7 diatonic diatonic diatonic _ diatonic diatonic _ diatonic diatonic _ diatonic diatonic diatonic diatonic,fifth|plagal|diatonic|iiVI|borrowed|dom7,
Radiohead - Creep,45,G B C Cm G B C Cm G B C Cm G B C Cm G B C Cm G B C Cm G B C Cm G B C Cm G B C Cm G B C Cm G B C Cm G,borrowed _ parallel borrowed borrowed _ parallel borrowed borrowed _ parallel borrowed borrowed _ parallel borrowed borrowed _ parallel borrowed borrowed _ parallel borrowed borrowed _ parallel borrowed borrowed _ parallel borrowed borrowed _ parallel borrowed borrowed _ parallel borrowed borrowed _ parallel borrowed,borrowed|parallel|chromaticMediant,
Radiohead - Exit Music (For A Film),42,Bm F# Bsus4 B Bm F# Bsus4 B Bsus2 Bm Bsus2 Em Bm F#sus4 Bm F# Bsus4 B Bm C#7 F# G C F#sus4 F# Bm F# D Esus2 Em Bm F# Bsus4 B Bm F# Bsus4 B Bm F# Bsus4 B,borrowed dom7 _ parallel borrowed dom7 _ _ parallel parallel dom7 fifth borrowed dom7 borrowed dom7 _ parallel _ dom7 _ dom7 _ _ dom7 borrowed borrowed diatonic parallel fifth borrowed dom7 _ parallel borrowed dom7 _ parallel borrowed dom7 _,fifth|plagal|diatonic|borrowed|parallel|dom7|chromaticMediant,
Radiohead - Karma Police,141,Am D Em G Am F Em G Am D G D Cmaj7 Bm Am Bm D Am D Em G Am F Em G Am D G D Cmaj7 Bm Am Bm D Am D Em G Am F Em G Am D G D Cmaj7 Bm Am Bm D C D G F#7 C D G F#7 C D G Bm C Bm D Am D Em G Am F Em G Am D G D Cmaj7 Bm Am Bm D C D G F#7 C D G F#7 C D G Bm C Bm D Bm D G D G D Eadd9 Bm D G D G D Eadd9 Bm D G D G D Eadd9 Bm D G D G D Eadd9 Bm D G D G D Eadd9 Bm D G D G D Eadd9 Bm,dom7 diatonic relative diatonic _ diatonic relative diatonic dom7 dom7 fifth diatonic diatonic diatonic diatonic relative _ dom7 diatonic relative diatonic _ diatonic relative diatonic dom7 dom7 fifth diatonic diatonic diatonic diatonic relative _ dom7 diatonic relative diatonic _ diatonic relative diatonic dom7 dom7 fifth diatonic diatonic diatonic diatonic relative diatonic diatonic dom7 tritoneSub _ diatonic dom7 tritoneSub _ diatonic dom7 _ diatonic diatonic relative _ dom7 diatonic relative diatonic _ diatonic relative diatonic dom7 dom7 fifth diatonic diatonic diatonic diatonic relative diatonic diatonic dom7 tritoneSub _ diatonic dom7 tritoneSub _ diatonic dom7 _ diatonic diatonic relative relative relative dom7 fifth dom7 fifth _ _ relative dom7 fifth dom7 fifth _ _ relative dom7 fifth dom7 fifth _ _ relative dom7 fifth dom7 fifth _ _ relative dom7 fifth dom7 fifth _ _ relative dom7 fifth dom7 fifth _ _,fifth|plagal|diatonic|relative|borrowed|dom7|tritoneSub,Eadd9
Radiohead - Let Down,172,A Asus4 A E6 Asus4 A E6 A Asus4 A E6 Asus4 A E6 A Asus4 A E6 Asus4 A E6 Asus4 A C# D C# D A C# D C# D E C# D C# D G# C# D C# D E C# D C# D A C# D C# D E C# D C# D G# C# D C# D E C# D C# D A C# D C# D E C# D C# D G# C# D C# D E C# D C# D A C# D C# D E C# D C# D G# C# D C# D C# D A C# D C# D E C# D C# D G# C# D C# D E C# D C# D A C# D C# D E C# D E F# G# A G# A G# A G# A E F# G# A G# A G# C# G# A E F# G# A G# A G# E F# A E F# G# A G# A G# C# G# A,_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ borrowed _ tritoneSub _ fifth borrowed _ tritoneSub _ diatonic borrowed _ tritoneSub _ _ dom7 _ tritoneSub _ diatonic borrowed _ tritoneSub _ fifth borrowed _ tritoneSub _ diatonic borrowed _ tritoneSub _ _ dom7 _ tritoneSub _ diatonic borrowed _ tritoneSub _ fifth borrowed _ tritoneSub _ diatonic borrowed _ tritoneSub _ _ dom7 _ tritoneSub _ diatonic borrowed _ tritoneSub _ fifth borrowed _ tritoneSub _ diatonic borrowed _ tritoneSub _ _ dom7 _ tritoneSub _ tritoneSub _ fifth borrowed _ tritoneSub _ diatonic borrowed _ tritoneSub _ _ dom7 _ tritoneSub _ diatonic borrowed _ tritoneSub _ fifth borrowed _ tritoneSub _ diatonic borrowed _ diatonic diatonic diatonic _ tritoneSub _ tritoneSub _ tritoneSub _ fifth diatonic diatonic _ tritoneSub _ tritoneSub dom7 fifth _ fifth diatonic diatonic _ tritoneSub _ tritoneSub borrowed diatonic borrowed fifth diatonic diatonic _ tritoneSub _ tritoneSub dom7 fifth _,fifth|plagal|diatonic|borrowed|dom7|chromaticMediant|tritoneSub,E6
Radiohead - No Surprises,64,F Bbm F Bbmaj7 Gm C Csus4 F Bbm F Bbmaj7 Gm C Csus4 F Bbm F Bbmaj7 Gm C Csus4 Gm C Csus4 Gm C Csus4 F Bbm F Bbm F Bbmaj7 Gm C Csus4 Gm C Csus4 Gm C Csus4 F Bbm C Bbm Gm Bbm F Bbmaj7 Gm C Csus4 Gm C Csus4 Gm C Csus4 F Bbm F Bbm F,dom7 borrowed dom7 relative dom7 _ dom7 dom7 borrowed dom7 relative dom7 _ dom7 dom7 borrowed dom7 relative dom7 _ _ dom7 _ _ dom7 _ dom7 dom7 borrowed dom7 borrowed dom7 relative dom7 _ _ dom7 _ _ dom7 _ dom7 dom7 _ _ chromaticMediant chromaticMediant borrowed dom7 relative dom7 _ _ dom7 _ _ dom7 _ dom7 dom7 borrowed dom7 borrowed,relative|borrowed|dom7|chromaticMediant,
Red Hot Chili Peppers - Californication,212,Am F Am F Am F C G F Dm Am F Am F Am F C G F Dm Am Fmaj7 Am Fmaj7 Am Fmaj7 Am Fmaj7 Am Fmaj7 C G Dm Am C G Dm C G Dm Am C G Dm Am F Am F Am F C G F Dm Am F Am F Am F C G F Dm Am Fmaj7 Am Fmaj7 Am Fmaj7 Am Fmaj7 Am Fmaj7 C G Dm Am C G Dm C G Dm Am C G Dm F#m Dmaj7 F#m Dmaj7 Bm D A E F#m Dmaj7 F#m Dmaj7 Bm D A E A C# G# F# A C# G# F# E C# B C# E G# F# E C# F#m D F#m D Bm D A E A C# E F# A C# E G# F# A G# F# E F# E C# E C# F#m D F#m D Bm D A E C# E C# G# F# E C# E C# B A E D C# A Bm D A E Bm D A E Am F Am F Am F C G F Dm Am Fmaj7 Am Fmaj7 Am Fmaj7 Am Fmaj7 Am Fmaj7 C G Dm Am C G Dm C G Dm Am C G Dm,_ _ _ _ _ fifth fifth diatonic relative fifth _ _ _ _ _ fifth fifth diatonic relative fifth _ _ _ _ _ _ _ _ _ fifth fifth _ fifth relative fifth _ diatonic fifth _ fifth relative fifth _ fifth _ _ _ _ _ fifth fifth diatonic relative fifth _ _ _ _ _ fifth fifth diatonic relative fifth _ _ _ _ _ _ _ _ _ fifth fifth _ fifth relative fifth _ diatonic fifth _ fifth relative fifth _ chromaticMediant _ _ _ relative relative fifth fifth diatonic _ _ _ relative relative fifth fifth dom7 borrowed fifth diatonic borrowed borrowed fifth diatonic diatonic borrowed diatonic diatonic borrowed borrowed diatonic diatonic borrowed dom7 _ _ _ relative relative fifth fifth dom7 borrowed borrowed diatonic borrowed borrowed borrowed borrowed diatonic borrowed tritoneSub diatonic diatonic diatonic diatonic borrowed borrowed borrowed dom7 _ _ _ relative relative fifth fifth borrowed borrowed borrowed fifth diatonic diatonic borrowed borrowed borrowed diatonic diatonic fifth diatonic tritoneSub borrowed diatonic relative fifth fifth _ relative fifth fifth dom7 _ _ _ _ _ fifth fifth diatonic relative fifth _ _ _ _ _ _ _ _ _ fifth fifth _ fifth relative fifth _ diatonic fifth _ fifth relative fifth _,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7|chromaticMediant|tritoneSub,
Ricky Montgomery - Line Without A Hook,80,Ab Fm Db Eb Ab Fm Db Eb Ab Fm Db Eb Ab Fm Db Eb Fm Db Eb Ab Fm Db Eb Ab Fm Db Eb Ab Fm Db Ab Fm Db Eb Db Eb Db Eb Ab Fm Db Eb Ab Fm Db Eb Bbm Ab Cm Bbm Ab Cm Bbm Ab Cm Bbm Ab Cm Db Eb Ab Fm Db Eb Ab Fm Db Eb Ab Fm Db Eb Ab Fm Db Eb Ab Fm Db Eb,relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic diatonic _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ fifth relative _ diatonic diatonic diatonic diatonic diatonic dom7 relative _ diatonic dom7 relative _ diatonic _ diatonic _ diatonic diatonic _ diatonic diatonic _ diatonic diatonic _ diatonic diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7,
Ricky Montgomery - Mr Loverman,61,F C Cmaj7 F C Em F C Cmaj7 F C Em F C Cmaj7 F C Cmaj7 F C Cmaj7 F C Em F C Cmaj7 F C Em F C Cmaj7 F C Cmaj7 Dm G C Em Am Dm G C Em Am F Fm C F C Cmaj7 F C Cmaj7 F C Cmaj7 F Fm C,fifth _ dom7 fifth _ diatonic fifth _ dom7 fifth _ diatonic fifth _ dom7 fifth _ dom7 fifth _ dom7 fifth _ diatonic fifth _ dom7 fifth _ diatonic fifth _ dom7 fifth _ diatonic dom7 dom7 _ dom7 dom7 dom7 dom7 _ dom7 _ parallel borrowed dom7 fifth _ dom7 fifth _ dom7 fifth _ dom7 parallel borrowed,fifth|plagal|diatonic|borrowed|parallel|dom7,
Rod Stewart - Reason To Believe,62,G D G G7 C D G A D C G Em C D C D Em D C D Em D G D G G7 C D G A D C G Em C D C D Em D G D G G7 C D G A D C G Em C D C D Em D C D Em D,fifth dom7 _ dom7 diatonic dom7 diatonic dom7 diatonic fifth relative _ diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic dom7 fifth dom7 _ dom7 diatonic dom7 diatonic dom7 diatonic fifth relative _ diatonic diatonic diatonic diatonic diatonic dom7 fifth dom7 _ dom7 diatonic dom7 diatonic dom7 diatonic fifth relative _ diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7,
Sam Cooke - Bring It On Home to Me,114,C G7 F G7 C F C G C G7 C C7 F C G7 F G7 C F C G7 C G7 C C7 F C G7 F G7 C F C G7 C G7 C C7 F C G7 F G7 C F C G7 C G7 C C7 F C G7 F G7 C F C G7 C G7 C C7 F C G7 F G7 C F C G7 C D Eb C D C A G A C E G A E D C D A C D C E G D C A C E C D C E C D C A C E G A G,fifth diatonic diatonic dom7 dom7 fifth fifth dom7 fifth dom7 _ dom7 fifth fifth diatonic diatonic dom7 dom7 fifth fifth dom7 fifth dom7 _ dom7 fifth fifth diatonic diatonic dom7 dom7 fifth fifth dom7 fifth dom7 _ dom7 fifth fifth diatonic diatonic dom7 dom7 fifth fifth dom7 fifth dom7 _ dom7 fifth fifth diatonic diatonic dom7 dom7 fifth fifth dom7 fifth dom7 _ dom7 fifth fifth diatonic diatonic dom7 dom7 fifth fifth dom7 diatonic _ borrowed diatonic diatonic borrowed diatonic diatonic borrowed borrowed borrowed diatonic fifth diatonic diatonic diatonic fifth borrowed diatonic diatonic borrowed borrowed fifth diatonic borrowed borrowed borrowed borrowed diatonic diatonic borrowed borrowed diatonic diatonic borrowed borrowed borrowed borrowed diatonic diatonic,fifth|plagal|diatonic|borrowed|dom7|chromaticMediant,
Sasha Sloan - Dancing With Your Ghost,84,G#m Gaug B E C#m G#m E G#m Gaug B E C#m7 G#m E G#m Gaug B E C#m7 G#m E G#m C#m B E G#m C#m B E B F# G#m F# E B E B E B D#m G#m Gaug B E C#m7 G#m E G#m C#m B E G#m C#m B E B F# G#m F# E B E B E B D#m C#m B E G#m C#m B E B F# G#m E B E B E B E B,_ _ dom7 relative fifth _ _ _ _ dom7 relative fifth _ _ _ _ dom7 relative fifth _ _ dom7 diatonic dom7 _ dom7 diatonic dom7 fifth fifth diatonic diatonic diatonic fifth dom7 fifth dom7 fifth _ dom7 _ _ dom7 relative fifth _ _ dom7 diatonic dom7 _ dom7 diatonic dom7 fifth fifth diatonic diatonic diatonic fifth dom7 fifth dom7 fifth _ diatonic diatonic dom7 _ dom7 diatonic dom7 fifth fifth diatonic _ fifth dom7 fifth dom7 fifth dom7 fifth,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7,Gaug
Sasha Sloan - Only Child,37,F Bb F Bb C Dm C Bb F A Bb Bbm F A Bb Bbm F Bb F Bb C Dm C Bb F A Bb Bbm F A Bb Bbm F A Bb Bbm F,dom7 fifth dom7 diatonic diatonic diatonic diatonic fifth borrowed _ parallel borrowed borrowed _ parallel borrowed dom7 fifth dom7 diatonic diatonic diatonic diatonic fifth borrowed _ parallel borrowed borrowed _ parallel borrowed borrowed _ parallel borrowed,fifth|plagal|diatonic|iiVI|borrowed|parallel|dom7|chromaticMediant,
Seals & Crofts - Summer Breeze,94,Em Am7 E G D A E Am7 E G D A E Am7 Bm7 Am7 G F Em G Am7 Bm7 Am7 G F Em G Em Am7 E G D A E Am7 E G D A E Am7 Bm7 Am7 G F Em G Am7 Bm7 Am7 G F Em G Em Am7 Em Am7 Em Am7 Em Am7 C D C D C#m7 E G D A E Am7 E G D A E Am7 Bm7 Am7 G F Em G Am7 Bm7 Am7 G F Em G Em Am7,dom7 borrowed borrowed fifth fifth fifth dom7 borrowed borrowed fifth fifth fifth dom7 diatonic diatonic diatonic diatonic diatonic relative diatonic diatonic diatonic diatonic diatonic diatonic relative relative dom7 borrowed borrowed fifth fifth fifth dom7 borrowed borrowed fifth fifth fifth dom7 diatonic diatonic diatonic diatonic diatonic relative diatonic diatonic diatonic diatonic diatonic diatonic relative relative dom7 fifth dom7 fifth dom7 fifth dom7 relative diatonic diatonic diatonic diatonic relative borrowed fifth fifth fifth dom7 borrowed borrowed fifth fifth fifth dom7 diatonic diatonic diatonic diatonic diatonic relative diatonic diatonic diatonic diatonic diatonic diatonic relative relative dom7,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7|chromaticMediant|tritoneSub,
Shawn Mendes & Justin Bieber - Monster,49,Dm C G Bb G Bb Dm C G Bb Dm C Gm Bb Dm C Gm Bb C G Bb Dm C G Bb Dm C Gm Bb Dm C Gm Bb Dm C Gm Bb Dm C Gm Bb Dm C Gm Bb Dm C Gm Bb,diatonic fifth borrowed borrowed borrowed _ diatonic fifth borrowed _ diatonic _ relative _ diatonic _ relative diatonic fifth borrowed _ diatonic fifth borrowed _ diatonic _ relative _ diatonic _ relative _ diatonic _ relative _ diatonic _ relative _ diatonic _ relative _ diatonic _ relative,fifth|plagal|diatonic|relative|iiVI|borrowed|chromaticMediant,
Shawn Mendes - It'll Be Okay,54,C G D C G D C G D C G D C G D C G D C G D C G D C G D C G D C G D C G D C G D C G D C G D C G D C G D C G D,fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth fifth,fifth|plagal|diatonic|borrowed,
Sia - Unstoppable,89,F#m D A C#m F#m D A C#m F#m D A C#m D E C#m D E F#m D A C#m C# F#m D A C#m C# F#m D A C#m C# F#m D A C#m F#m D A C#m D E C#m D F#m D A C#m C# F#m D A C#m C# F#m D A C#m C# F#m D A C#m C# D E C#m D F#m D A C#m C# F#m D A C#m C# F#m D A C#m C# F#m D A C#m C# F#m,_ fifth _ dom7 _ fifth _ dom7 _ fifth _ diatonic diatonic relative diatonic diatonic diatonic _ fifth _ parallel dom7 _ fifth _ parallel dom7 _ fifth _ parallel dom7 _ fifth _ dom7 _ fifth _ diatonic diatonic relative diatonic _ _ fifth _ parallel dom7 _ fifth _ parallel dom7 _ fifth _ parallel dom7 _ fifth _ parallel _ diatonic relative diatonic _ _ fifth _ parallel dom7 _ fifth _ parallel dom7 _ fifth _ parallel dom7 _ fifth _ parallel dom7,fifth|plagal|diatonic|relative|borrowed|parallel|dom7,
Simon & Garfunkel - America,71,D Bm G D Bm G D Bm F#m7 B7 F#m7 B7 E D A D Bm G D Bm G D F#m Bm A E A E Dmaj7 Cmaj7 Dmaj7 Cmaj7 Dmaj7 Gmaj7 D Bm G D Bm G D Bm F#m7 B7 F#m7 B7 E D A D Bm G D Bm G D F#m Bm A E A E Dmaj7 E A E Dmaj7 E A E Dmaj7,relative _ fifth relative _ fifth relative fifth dom7 _ dom7 dom7 diatonic fifth dom7 relative _ fifth relative _ fifth _ dom7 diatonic fifth dom7 fifth diatonic diatonic diatonic diatonic diatonic dom7 fifth relative _ fifth relative _ fifth relative fifth dom7 _ dom7 dom7 diatonic fifth dom7 relative _ fifth relative _ fifth _ dom7 diatonic fifth dom7 fifth diatonic diatonic dom7 fifth diatonic diatonic dom7 fifth diatonic,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7,
Simon & Garfunkel - The Boxer,79,C Am G G7 C Am G F C G G7 C Am G G7 C Am G F C G F C Am Em7 Am G C Am G G7 C Am G F C G G7 C F C G F C Am Em7 Am G C Am G G7 C Em7 Am G G7 C Am G G7 C Am G F C G F C Am Em7 Am G Am F C G F C,relative diatonic _ dom7 relative diatonic diatonic fifth fifth _ dom7 relative diatonic _ dom7 relative diatonic diatonic fifth fifth diatonic fifth relative fifth dom7 diatonic dom7 relative diatonic _ dom7 relative diatonic diatonic fifth fifth _ dom7 dom7 fifth fifth diatonic fifth relative fifth dom7 diatonic dom7 relative diatonic _ dom7 _ dom7 diatonic _ dom7 relative diatonic _ dom7 relative diatonic diatonic fifth fifth diatonic fifth relative fifth dom7 diatonic diatonic _ fifth fifth diatonic fifth,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7,
